timestamp,gender,age,income,overall_experience,service_attribute_evaluation,usage_context,pain_points,emotional_loyalty_future,combined_text,clean_text,word_count,vader_compound,sentiment_label,textblob_polarity,textblob_subjectivity,dominant_topic,cluster,return_intent
2026-06-03 02:22:58,Male,26,"₹25,000–₹50,000",I had signed up for Coursera because it looked useful at the time. After a few months it started feeling unnecessary.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",My usage pattern changed a lot over time. Then slowly I realised I was barely using it.,The problems were not huge but they kept adding up. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.","I had signed up for Coursera because it looked useful at the time. After a few months it started feeling unnecessary. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. My usage pattern changed a lot over time. Then slowly I realised I was barely using it. The problems were not huge but they kept adding up. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.",signed coursera looked useful time month started feeling unnecessary regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time usage pattern changed lot time slowly realised barely problem huge kept adding repetitive predictable gradually influenced decision think beginning smart decision meaningful improvement subscribe,55,0.1598,Positive,0.013718386876281604,0.47828434723171565,4,0,Likely_Return
2026-06-03 03:01:29,Prefer not to say,34,"₹50,000–₹80,000",The subscription I cancelled recently was Headspace as part of a trial offer. Gradually I lost interest and cancelled it.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy.,The turning point came after noticing some consistent problems. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,"Reflecting on the experience, in the beginning I felt it was a smart decision. A better value plan could definitely bring me back.","The subscription I cancelled recently was Headspace as part of a trial offer. Gradually I lost interest and cancelled it. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy. The turning point came after noticing some consistent problems. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Reflecting on the experience, in the beginning I felt it was a smart decision. A better value plan could definitely bring me back.",recently headspace trial offer gradually lost point view worked fine technically price justified navigation inside smooth update new feature rare week active later usage dropped work busy turning point came noticing consistent problem occasional bug enjoyable gradually influenced decision reflecting beginning smart decision better value definitely bring,47,0.9384,Positive,0.14836580086580087,0.38112012987012983,5,2,Likely_Return
2026-06-03 03:37:41,Male,18,"₹25,000–₹50,000",Last year I started using a fitness app because I thought it would become part of my routine. Eventually I decided the cost was not worth the value I was getting.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",Initially I used the service regularly. After some time it just slipped out of my routine.,"Thinking about it now, several issues kept repeating. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.",Personally I would describe the journey as it started with excitement. If the company improves pricing or features I might consider returning.,"Last year I started using a fitness app because I thought it would become part of my routine. Eventually I decided the cost was not worth the value I was getting. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. Initially I used the service regularly. After some time it just slipped out of my routine. Thinking about it now, several issues kept repeating. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as it started with excitement. If the company improves pricing or features I might consider returning.",year started fitness thought routine eventually decided cost worth value getting break quality okay pricing main concern design simple daily interact innovation limited initially regularly time slipped routine thinking issue kept repeating occasional bug enjoyable gradually influenced decision personally journey started excitement improves pricing feature consider returning,47,0.9179,Positive,0.0457231040564374,0.20319325735992408,2,3,Likely_Return
2026-06-03 04:16:53,Non-binary,41,"₹25,000–₹50,000",For a while I depended on a meditation app because I thought it would become part of my routine. In the end I simply stopped seeing the benefit of continuing.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",In the beginning I used it quite frequently. Eventually weeks would pass without me using it.,What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as I was optimistic about the service. A better value plan could definitely bring me back.,"For a while I depended on a meditation app because I thought it would become part of my routine. In the end I simply stopped seeing the benefit of continuing. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. In the beginning I used it quite frequently. Eventually weeks would pass without me using it. What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as I was optimistic about the service. A better value plan could definitely bring me back.",depended meditation thought routine end simply stopped seeing benefit continuing break quality okay pricing main concern design simple daily interact innovation limited beginning frequently eventually week pas pushed closer recurring annoyance evolve time gradually influenced decision personally journey optimistic better value definitely bring,43,0.8735,Positive,0.07292250233426703,0.26937441643323995,2,3,Likely_Return
2026-06-03 04:59:14,Non-binary,23,"₹25,000–₹50,000",At one point I was actively using a meditation app since many of my friends recommended it. Gradually I lost interest and cancelled it.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",In the beginning I used it quite frequently. Later my usage dropped because work became busy.,"Thinking about it now, several issues kept repeating. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.",Personally I would describe the journey as it started with excitement. If they make meaningful improvements I might subscribe again.,"At one point I was actively using a meditation app since many of my friends recommended it. Gradually I lost interest and cancelled it. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. In the beginning I used it quite frequently. Later my usage dropped because work became busy. Thinking about it now, several issues kept repeating. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as it started with excitement. If they make meaningful improvements I might subscribe again.",point actively meditation friend recommended gradually lost regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time beginning frequently later usage dropped work busy thinking issue kept repeating evolve time gradually influenced decision personally journey started excitement meaningful improvement subscribe,52,0.8915,Positive,0.11253119429590018,0.42320855614973263,4,0,Likely_Return
2026-06-03 05:41:36,Non-binary,60,"Below ₹25,000",I remember subscribing to a cloud storage plan since many of my friends recommended it. Eventually I decided the cost was not worth the value I was getting.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",At first it became part of my daily routine. Later my usage dropped because work became busy.,"Thinking about it now, several issues kept repeating. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription.","From an emotional perspective, initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.","I remember subscribing to a cloud storage plan since many of my friends recommended it. Eventually I decided the cost was not worth the value I was getting. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. At first it became part of my daily routine. Later my usage dropped because work became busy. Thinking about it now, several issues kept repeating. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription. From an emotional perspective, initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.",remember subscribing cloud storage friend recommended eventually decided cost worth value getting point view worked fine technically price justified navigation inside smooth update new feature rare daily routine later usage dropped work busy thinking issue kept repeating lack fresh noticeable gradually influenced decision emotional perspective initially satisfied right return change improve,51,0.8298,Positive,0.191041366041366,0.4040885040885041,5,2,Unlikely_Return
2026-06-03 06:18:22,Male,64,"Below ₹25,000",For a while I depended on a fitness app mainly out of curiosity. After a few months it started feeling unnecessary.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",Initially I used the service regularly. Eventually weeks would pass without me using it.,The turning point came after noticing some consistent problems. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as I was optimistic about the service. If they make meaningful improvements I might subscribe again.,"For a while I depended on a fitness app mainly out of curiosity. After a few months it started feeling unnecessary. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. Initially I used the service regularly. Eventually weeks would pass without me using it. The turning point came after noticing some consistent problems. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as I was optimistic about the service. If they make meaningful improvements I might subscribe again.",depended fitness mainly curiosity month started feeling unnecessary regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time initially regularly eventually week pas turning point came noticing consistent problem paying hardly started bothering gradually influenced decision personally journey optimistic meaningful improvement subscribe,54,0.1445,Positive,0.042853535353535345,0.43313714063714065,4,0,Likely_Return
2026-06-03 06:55:47,Prefer not to say,29,"₹25,000–₹50,000",For a while I depended on a fitness app since many of my friends recommended it. Gradually I lost interest and cancelled it.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",At first it became part of my daily routine. After some time it just slipped out of my routine.,The problems were not huge but they kept adding up. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.","For a while I depended on a fitness app since many of my friends recommended it. Gradually I lost interest and cancelled it. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. At first it became part of my daily routine. After some time it just slipped out of my routine. The problems were not huge but they kept adding up. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.",depended fitness friend recommended gradually lost regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time daily routine time slipped routine problem huge kept adding paying hardly started bothering gradually influenced decision think initially satisfied right return change improve,51,0.0803,Positive,0.10531830914183853,0.5061917494270436,4,0,Unlikely_Return
2026-06-03 07:33:58,Male,55,"₹80,000–₹1,20,000",My experience with a news subscription because I thought it would become part of my routine. Over time I realised I wasn't using it enough to justify paying every month.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",At first it became part of my daily routine. Then slowly I realised I was barely using it.,The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as initially I was quite satisfied. A better value plan could definitely bring me back.,"My experience with a news subscription because I thought it would become part of my routine. Over time I realised I wasn't using it enough to justify paying every month. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. At first it became part of my daily routine. Then slowly I realised I was barely using it. The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as initially I was quite satisfied. A better value plan could definitely bring me back.",news thought routine time realised justify paying point view worked fine technically price justified navigation inside smooth update new feature rare daily routine slowly realised barely problem huge kept adding occasional bug enjoyable gradually influenced decision personally journey initially satisfied better value definitely bring,44,0.903,Positive,0.13268398268398268,0.4133116883116883,3,2,Likely_Return
2026-06-03 08:09:16,Prefer not to say,26,"Above ₹1,20,000",I had signed up for a fitness app because it looked useful at the time. Gradually I lost interest and cancelled it.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",In the beginning I used it quite frequently. Eventually weeks would pass without me using it.,The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,"From an emotional perspective, it started with excitement. A better value plan could definitely bring me back.","I had signed up for a fitness app because it looked useful at the time. Gradually I lost interest and cancelled it. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. In the beginning I used it quite frequently. Eventually weeks would pass without me using it. The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. From an emotional perspective, it started with excitement. A better value plan could definitely bring me back.",signed fitness looked useful time gradually lost regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time beginning frequently eventually week pas problem huge kept adding occasional bug enjoyable gradually influenced decision emotional perspective started excitement better value definitely bring,52,0.9317,Positive,0.09366826156299841,0.44401116427432213,4,0,Likely_Return
2026-06-03 08:47:32,Male,19,"Below ₹25,000",When I first tried a news subscription mainly out of curiosity. Gradually I lost interest and cancelled it.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",During the first few weeks I was quite active on the platform. Eventually weeks would pass without me using it.,What pushed me closer to cancelling were a few recurring annoyances. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription.,"Personally I would describe the journey as it started with excitement. Right now I don't plan to return, but that could change if things improve.","When I first tried a news subscription mainly out of curiosity. Gradually I lost interest and cancelled it. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. During the first few weeks I was quite active on the platform. Eventually weeks would pass without me using it. What pushed me closer to cancelling were a few recurring annoyances. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as it started with excitement. Right now I don't plan to return, but that could change if things improve.",tried news mainly curiosity gradually lost point view worked fine technically price justified navigation inside smooth update new feature rare week active eventually week pas pushed closer recurring annoyance lack fresh noticeable gradually influenced decision personally journey started excitement right return change improve,43,0.6554,Positive,0.1581385281385281,0.4326839826839826,5,2,Unlikely_Return
2026-06-03 09:24:51,Non-binary,23,"₹80,000–₹1,20,000",At one point I was actively using a productivity tool because I thought it would become part of my routine. Over time I realised I wasn't using it enough to justify paying every month.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often.,The turning point came after noticing some consistent problems. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as in the beginning I felt it was a smart decision. A better value plan could definitely bring me back.,"At one point I was actively using a productivity tool because I thought it would become part of my routine. Over time I realised I wasn't using it enough to justify paying every month. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often. The turning point came after noticing some consistent problems. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as in the beginning I felt it was a smart decision. A better value plan could definitely bring me back.",point actively productivity tool thought routine time realised justify paying point view worked fine technically price justified navigation inside smooth update new feature rare week active gradually stopped opening turning point came noticing consistent problem repetitive predictable gradually influenced decision personally journey beginning smart decision better value definitely bring,49,0.8611,Positive,0.10266575529733425,0.44372294372294374,3,2,Likely_Return
2026-06-03 10:05:12,Non-binary,24,"₹80,000–₹1,20,000",At one point I was actively using YouTube Premium since many of my friends recommended it. In the end I simply stopped seeing the benefit of continuing.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",Initially I used the service regularly. But gradually I stopped opening the app as often.,What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,"If I think about how I felt during the subscription, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.","At one point I was actively using YouTube Premium since many of my friends recommended it. In the end I simply stopped seeing the benefit of continuing. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. Initially I used the service regularly. But gradually I stopped opening the app as often. What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. If I think about how I felt during the subscription, in the beginning I felt it was a smart decision. If they make meaningful improvements I might subscribe again.",point actively youtube premium friend recommended end simply stopped seeing benefit continuing break quality okay pricing main concern design simple daily interact innovation limited initially regularly gradually stopped opening pushed closer recurring annoyance evolve time gradually influenced decision think beginning smart decision meaningful improvement subscribe,45,0.7717,Positive,0.09559082892416225,0.2943969610636278,3,3,Likely_Return
2026-06-03 10:46:38,Female,34,"Above ₹1,20,000",I had signed up for Headspace since many of my friends recommended it. Gradually I lost interest and cancelled it.,"From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare.",During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy.,What pushed me closer to cancelling were a few recurring annoyances. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.,"Personally I would describe the journey as initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.","I had signed up for Headspace since many of my friends recommended it. Gradually I lost interest and cancelled it. From my point of view, the platform worked fine technically. However, the monthly price didn't always feel justified. Navigation inside the app was smooth, but updates and new features were quite rare. During the first few weeks I was quite active on the platform. Later my usage dropped because work became busy. What pushed me closer to cancelling were a few recurring annoyances. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as initially I was quite satisfied. Right now I don't plan to return, but that could change if things improve.",signed headspace friend recommended gradually lost point view worked fine technically price justified navigation inside smooth update new feature rare week active later usage dropped work busy pushed closer recurring annoyance repetitive predictable gradually influenced decision personally journey initially satisfied right return change improve,44,0.631,Positive,0.12133743449532922,0.41439963545226693,5,2,Unlikely_Return
2026-06-03 11:19:27,Male,22,"₹25,000–₹50,000",I remember subscribing to a productivity tool because it looked useful at the time. After a few months it started feeling unnecessary.,"The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements.",During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often.,The problems were not huge but they kept adding up. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,"From an emotional perspective, initially I was quite satisfied. If the company improves pricing or features I might consider returning.","I remember subscribing to a productivity tool because it looked useful at the time. After a few months it started feeling unnecessary. The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements. During the first few weeks I was quite active on the platform. But gradually I stopped opening the app as often. The problems were not huge but they kept adding up. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. From an emotional perspective, initially I was quite satisfied. If the company improves pricing or features I might consider returning.",remember subscribing productivity tool looked useful time month started feeling unnecessary worked reasonably main observation value match price usability good definitely introduce improvement week active gradually stopped opening problem huge kept adding evolve time gradually influenced decision emotional perspective initially satisfied improves pricing feature consider returning,46,0.8376,Positive,0.10520833333333333,0.4572916666666667,3,1,Likely_Return
2026-06-03 11:54:33,Male,18,"₹80,000–₹1,20,000",I had signed up for YouTube Premium since many of my friends recommended it. Gradually I lost interest and cancelled it.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",In the beginning I used it quite frequently. Later my usage dropped because work became busy.,"Thinking about it now, several issues kept repeating. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription.","Emotionally speaking, I was optimistic about the service. A better value plan could definitely bring me back.","I had signed up for YouTube Premium since many of my friends recommended it. Gradually I lost interest and cancelled it. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. In the beginning I used it quite frequently. Later my usage dropped because work became busy. Thinking about it now, several issues kept repeating. The lack of fresh content became noticeable. That gradually influenced my decision to cancel the subscription. Emotionally speaking, I was optimistic about the service. A better value plan could definitely bring me back.",signed youtube premium friend recommended gradually lost break quality okay pricing main concern design simple daily interact innovation limited beginning frequently later usage dropped work busy thinking issue kept repeating lack fresh noticeable gradually influenced decision emotionally speaking optimistic better value definitely bring,43,0.9485,Positive,0.11331569664902998,0.29290123456790124,2,3,Likely_Return
2026-06-03 12:36:42,Female,39,"₹80,000–₹1,20,000",I had signed up for an online learning platform because I thought it would become part of my routine. Gradually I lost interest and cancelled it.,"The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements.",In the beginning I used it quite frequently. Eventually weeks would pass without me using it.,The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,"Reflecting on the experience, in the beginning I felt it was a smart decision. Right now I don't plan to return, but that could change if things improve.","I had signed up for an online learning platform because I thought it would become part of my routine. Gradually I lost interest and cancelled it. The service itself worked reasonably well. My main observation was that the value didn't always match the subscription price. Usability was good, though the platform could definitely introduce more improvements. In the beginning I used it quite frequently. Eventually weeks would pass without me using it. The problems were not huge but they kept adding up. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Reflecting on the experience, in the beginning I felt it was a smart decision. Right now I don't plan to return, but that could change if things improve.",signed online learning thought routine gradually lost worked reasonably main observation value match price usability good definitely introduce improvement beginning frequently eventually week pas problem huge kept adding occasional bug enjoyable gradually influenced decision reflecting beginning smart decision right return change improve,42,0.9131,Positive,0.19166666666666665,0.475297619047619,5,1,Unlikely_Return
2026-06-03 13:11:08,Non-binary,22,"₹80,000–₹1,20,000",The subscription I cancelled recently was Spotify since many of my friends recommended it. Over time I realised I wasn't using it enough to justify paying every month.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",At first it became part of my daily routine. Eventually weeks would pass without me using it.,"Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription.",Personally I would describe the journey as initially I was quite satisfied. If the company improves pricing or features I might consider returning.,"The subscription I cancelled recently was Spotify since many of my friends recommended it. Over time I realised I wasn't using it enough to justify paying every month. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. At first it became part of my daily routine. Eventually weeks would pass without me using it. Thinking about it now, several issues kept repeating. Paying monthly for something I hardly used started bothering me. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as initially I was quite satisfied. If the company improves pricing or features I might consider returning.",recently spotify friend recommended time realised justify paying regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time daily routine eventually week pas thinking issue kept repeating paying hardly started bothering gradually influenced decision personally journey initially satisfied improves pricing feature consider returning,55,0.6434,Positive,0.08972089314194576,0.43260765550239233,4,0,Likely_Return
2026-06-03 13:55:27,Male,55,"₹25,000–₹50,000",My experience with Headspace mainly out of curiosity. Eventually I decided the cost was not worth the value I was getting.,"Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time.",My usage pattern changed a lot over time. After some time it just slipped out of my routine.,What pushed me closer to cancelling were a few recurring annoyances. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription.,"From an emotional perspective, it started with excitement. A better value plan could definitely bring me back.","My experience with Headspace mainly out of curiosity. Eventually I decided the cost was not worth the value I was getting. Regarding quality, it was decent but not outstanding. Pricing felt slightly high from an Indian perspective. The interface itself was fairly easy to navigate, although I noticed occasional lag. Customer support was polite but slow, and I expected more new features over time. My usage pattern changed a lot over time. After some time it just slipped out of my routine. What pushed me closer to cancelling were a few recurring annoyances. The platform sometimes felt repetitive and predictable. That gradually influenced my decision to cancel the subscription. From an emotional perspective, it started with excitement. A better value plan could definitely bring me back.",headspace mainly curiosity eventually decided cost worth value getting regarding quality decent outstanding pricing slightly high indian perspective interface fairly easy navigate noticed occasional lag polite slow expected new feature time usage pattern changed lot time time slipped routine pushed closer recurring annoyance repetitive predictable gradually influenced decision emotional perspective started excitement better value definitely bring,56,0.0683,Positive,0.03405723905723906,0.42932659932659933,4,0,Likely_Return
2026-06-03 14:31:56,Female,27,"₹25,000–₹50,000",I remember subscribing to Netflix because I thought it would become part of my routine. Gradually I lost interest and cancelled it.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",During the first few weeks I was quite active on the platform. Then slowly I realised I was barely using it.,What pushed me closer to cancelling were a few recurring annoyances. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as initially I was quite satisfied. If they make meaningful improvements I might subscribe again.,"I remember subscribing to Netflix because I thought it would become part of my routine. Gradually I lost interest and cancelled it. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. During the first few weeks I was quite active on the platform. Then slowly I realised I was barely using it. What pushed me closer to cancelling were a few recurring annoyances. Occasional bugs made the experience less enjoyable. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as initially I was quite satisfied. If they make meaningful improvements I might subscribe again.",remember subscribing netflix thought routine gradually lost break quality okay pricing main concern design simple daily interact innovation limited week active slowly realised barely pushed closer recurring annoyance occasional bug enjoyable gradually influenced decision personally journey initially satisfied meaningful improvement subscribe,41,0.9223,Positive,0.06544011544011544,0.2976010101010101,2,3,Likely_Return
2026-06-03 15:02:45,Male,42,"Below ₹25,000",At one point I was actively using a meditation app as part of a trial offer. Gradually I lost interest and cancelled it.,"If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited.",At first it became part of my daily routine. But gradually I stopped opening the app as often.,What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription.,Personally I would describe the journey as it started with excitement. If the company improves pricing or features I might consider returning.,"At one point I was actively using a meditation app as part of a trial offer. Gradually I lost interest and cancelled it. If I break it down: the service quality was okay overall. Pricing was the main concern for me. The app design was simple enough to use daily. I didn't interact much with support, but innovation on the platform felt limited. At first it became part of my daily routine. But gradually I stopped opening the app as often. What pushed me closer to cancelling were a few recurring annoyances. The service did not evolve much over time. That gradually influenced my decision to cancel the subscription. Personally I would describe the journey as it started with excitement. If the company improves pricing or features I might consider returning.",point actively meditation trial offer gradually lost break quality okay pricing main concern design simple daily interact innovation limited daily routine gradually stopped opening pushed closer recurring annoyance evolve time gradually influenced decision personally journey started excitement improves pricing feature consider returning,42,0.4767,Positive,0.05042328042328042,0.25703703703703706,2,3,Likely_Return
